course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
803074,introduction to HTML Course,https://www.udemy.com/introduction-to-html-course/,True,20,3258,32,16,Beginner Level,2.0,2016-05-16T15:14:17Z,Web Development
1115222,Learn and Understand React,https://www.udemy.com/learn-and-understand-react-and-redux-i/,True,30,4848,105,123,All Levels,16.5,2017-03-23T16:20:05Z,Web Development
413180,Digital Painting for Cartoon Characters,https://www.udemy.com/digital-painting-for-cartoon-characters/,True,30,2044,108,25,All Levels,4.0,2015-02-05T18:05:18Z,Graphic Design
1105344,Quantitative Aptitude for Banking & Competitive Examinations,https://www.udemy.com/quantitative-aptitude-for-competitive-examinations-part-i/,True,50,1056,1,42,All Levels,3.0,2017-02-09T19:33:52Z,Business Finance
897238,Canva Graphics Design for Entrepreneurs - Design 11 Projects,https://www.udemy.com/canva-graphic-design-course/,True,200,18303,202,54,All Levels,3.5,2016-07-23T00:41:07Z,Graphic Design
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,https://www.udemy.com/bitcoin-for-beginners/,True,45,8797,449,80,All Levels,6.5,2015-01-09T03:55:15Z,Business Finance
484896,Desktop Publishing 101: Simplified Editing,https://www.udemy.com/desktop-publishing-101-learn-editing-in-a-simplified-way/,True,20,507,9,9,Beginner Level,1.0,2015-04-28T17:01:32Z,Graphic Design
443502,Essential Finance For Managers,https://www.udemy.com/finance-for-managers/,True,25,663,10,79,All Levels,5.5,2015-04-16T20:10:00Z,Business Finance
613944,How to trade options,https://www.udemy.com/how-to-trade-options/,True,45,12,1,9,Intermediate Level,0.7166666666666667,2015-09-20T21:45:48Z,Business Finance
1247828,Angular 4 (2+) Crash Course for Beginners,https://www.udemy.com/angular-crash-course-for-beginners/,True,120,12366,506,120,Beginner Level,9.0,2017-06-23T00:35:49Z,Web Development
807934,The 80/20 Guitar: Write Music and Play Guitar in 30 Days,https://www.udemy.com/8020guitar/,False,0,2610,28,24,All Levels,3.5,2016-04-20T15:48:09Z,Musical Instruments
505780,"How to Register a Domain, Set Up Hosting, and Edit Web Pages",https://www.udemy.com/register-domain-setup-hosting-create-web-page/,True,45,1540,19,39,Beginner Level,3.0,2015-05-21T19:37:46Z,Web Development
1004134,Angular 2 + Rails 5 Bootcamp,https://www.udemy.com/angular-on-rails-course/,True,150,1967,372,60,Intermediate Level,9.0,2016-11-15T19:00:50Z,Web Development
1151342,How to Design Simple Promotional Materials in Photoshop,https://www.udemy.com/how-to-design-simple-promotional-materials-in-photoshop/,True,55,521,5,23,Beginner Level,2.5,2017-04-04T21:04:48Z,Graphic Design
849896,株式投資に必要なスキルの学習手順を学ぶ,https://www.udemy.com/jun-sakai-trading-course1/,True,20,139,36,29,Beginner Level,2.0,2016-06-09T15:18:03Z,Business Finance
1107904,Financial Reporting A Comprehensive Study,https://www.udemy.com/financial-reporting-a-comprehensive-study/,True,50,45,1,72,All Levels,8.0,2017-02-09T21:58:02Z,Business Finance
1196538,Piano Building Blocks: Learn Chord Additions & Variations,https://www.udemy.com/pbbchordvariations/,False,0,375,0,9,Beginner Level,1.0,2017-07-02T21:55:41Z,Musical Instruments
471556,Financial Management Budgeting Techniques,https://www.udemy.com/learn-cash-budgeting-techniques/,True,20,2045,3,10,All Levels,2.0,2015-04-12T16:28:31Z,Business Finance
394636,Accounting for Deferred Taxes (Professional Course Level),https://www.udemy.com/accounting-for-deferred-taxes/,True,25,2924,6,11,All Levels,1.5,2015-01-15T13:19:33Z,Business Finance
793084,Succeed in Stocks Even if you Don't Know Where to Start,https://www.udemy.com/succeed-in-stocks-even-if-you-dont-know-where-to-start/,False,0,2554,20,10,Beginner Level,1.0,2017-03-09T04:55:24Z,Business Finance
1095116,Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours),https://www.udemy.com/charting-for-penny-stocks-technical-analysis-best-penny-stocks-buy/,True,200,1085,17,48,All Levels,6.0,2017-02-03T16:44:02Z,Business Finance
763774,JavaScript Game Development: Create Your Own Breakout Game,https://www.udemy.com/javascript-game-development-create-your-own-breakout-game/,False,0,10179,314,21,All Levels,1.5,2016-09-26T23:44:51Z,Web Development
1164720,调色中级课程,https://www.udemy.com/ixlnjjvn/,True,200,5,3,7,Beginner Level,1.0,2017-03-31T17:19:38Z,Graphic Design
635716,Typography: Learn the Foundation and Designs,https://www.udemy.com/typography-learn-the-foundation-and-designs/,True,135,220,13,33,All Levels,2.5,2015-11-11T00:52:59Z,Graphic Design
213532,How to speak Pianish (beginner level),https://www.udemy.com/pianish101/,True,30,545,5,10,Beginner Level,1.0,2014-08-25T13:52:11Z,Musical Instruments
31150,Advance Design of Logos and Brand Identity   ,https://www.udemy.com/advance-design-of-logos-and-brand-identity/,True,20,34,4,38,All Levels,2.0,2013-02-16T00:06:30Z,Graphic Design
12214,Back 2 The Basics,https://www.udemy.com/gospel-piano-101/,True,50,265,23,65,All Levels,3.0,2013-07-19T18:11:57Z,Musical Instruments
313484,Laravel 4 try and enjoy php coding,https://www.udemy.com/laravel-4-try-and-enjoy-php-coding/,True,20,2402,26,23,Beginner Level,2.0,2014-10-20T10:48:09Z,Web Development
839032,"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15",https://www.udemy.com/bluegrass-guitar-essentials-webisodes-13-14-15/,True,30,14,1,13,Intermediate Level,1.5,2016-12-15T03:58:40Z,Musical Instruments
610890,TRADING PSYCHOLOGY: Trading Mindset Mastery,https://www.udemy.com/trading-psychology-trading-mindset-mastery/,True,120,975,23,23,Intermediate Level,1.0,2015-09-30T18:57:45Z,Business Finance
1197650,Boost your website speed without any coding!,https://www.udemy.com/boost-your-website-speed-without-any-coding/,True,50,1337,28,12,All Levels,1.0,2017-05-14T17:14:48Z,Web Development
1079624,HTML and CSS for Absolute Beginners,https://www.udemy.com/html-and-css-for-absolute-beginners-with-examples/,False,0,4410,52,26,All Levels,3.0,2017-01-20T17:02:27Z,Web Development
604044,Wordpress for Beginners - Build a Live Website from Scratch,https://www.udemy.com/wordpress_for_beginners/,True,20,3877,92,15,Beginner Level,1.5,2015-09-09T17:53:26Z,Web Development
1196544,Python Algo Trading: Sentiment Trading with News,https://www.udemy.com/hedge-fund-strategy-trading-with-sentiment-analysis/,True,200,294,19,42,All Levels,7.0,2017-04-28T16:41:44Z,Business Finance
642696,Build a Website in 30 Minutes,https://www.udemy.com/30-minute-website/,True,95,5065,40,12,Beginner Level,0.5333333333333333,2015-11-13T18:02:28Z,Web Development
1271430,Workshop on Banking Credit Analysis Process,https://www.udemy.com/workshop-on-banking-credit-analysis-process/,True,100,0,0,7,All Levels,1.5,2017-06-28T23:22:27Z,Business Finance
1042382,Explosão Pentatônica,https://www.udemy.com/explosao-pentatonica/,True,55,42,5,19,All Levels,1.5,2016-12-22T14:13:13Z,Musical Instruments
563020,Learn to build 20 websites and build 14 iOS9 apps with swift,https://www.udemy.com/learn-to-build-20-websites-and-build-14-ios9-apps-with-swift/,True,40,1926,9,458,All Levels,22.5,2015-07-24T21:45:40Z,Web Development
1041426,How To Build And Make A Wordpress Website From Scratch 2017,https://www.udemy.com/how-to-build-and-make-a-wordpress-website-from-scratch-2017/,False,0,7055,166,24,All Levels,2.0,2017-01-24T04:59:20Z,Web Development
125162,Create and Deploy a Web App in 3 Hours,https://www.udemy.com/create-and-deploy-a-web-app-in-3-hours/,True,50,4123,23,34,Beginner Level,3.5,2013-12-04T22:49:28Z,Web Development
100916,Blues Guitar Lessons - Blues Guitar - Robert Johnson,https://www.udemy.com/robert-johnson-scrapper-blackwell-guitar-lessons/,True,20,297,7,7,Intermediate Level,2.5,2013-10-07T15:34:58Z,Musical Instruments
452182,How to Make a Custom Graphic From Sketches ,https://www.udemy.com/how-create-vector-art-from-drawings-by-hand/,True,20,21,4,17,Beginner Level,0.7333333333333333,2015-04-10T19:00:00Z,Graphic Design
72644,Complete Claritas Investment Certificate,https://www.udemy.com/claritas-investment-certificate/,True,50,388,56,35,All Levels,11.5,2013-08-05T16:01:50Z,Business Finance
1251582,Best Practices in Corporate Budgeting,https://www.udemy.com/best-practices-corporate-budgeting/,True,50,0,0,9,Intermediate Level,2.0,2017-06-29T22:01:56Z,Business Finance
564966,The Complete Chart Pattern Trading Course: A Proven Approach,https://www.udemy.com/make-money-trading-stocks-from-home/,True,200,2666,115,52,All Levels,4.0,2015-08-10T21:07:35Z,Business Finance
857144,FACEBOOK COVERS IN POWERPOINT,https://www.udemy.com/design-facebook-covers-in-powerpoint/,True,95,1123,31,13,Beginner Level,0.6333333333333333,2016-05-23T18:15:45Z,Graphic Design
753610,Trading mit kleinen Konten - Grundlagen die du kennen musst,https://www.udemy.com/werden-sie-privater-trader-im-forex-cfd-oder-rohstoffmarkt/,True,80,74,4,20,Beginner Level,3.5,2017-03-29T00:06:21Z,Business Finance
804298,Corporate Finance 101: Equity Valuation,https://www.udemy.com/corp-fin-101-equity-valuation/,True,50,1071,14,50,All Levels,6.0,2016-03-29T19:40:05Z,Business Finance
804096,Curso Completo de SolidWorks 2016.,https://www.udemy.com/curso-de-chapa-metalica-solidworks-2016/,True,30,129,27,43,All Levels,9.0,2016-12-29T01:19:32Z,Graphic Design
459888,Master the Tuba - Intermediate Instruction Made Simple!,https://www.udemy.com/intermediate-tuba/,True,50,184,5,107,Intermediate Level,8.5,2015-04-15T17:32:56Z,Musical Instruments
1109736,Beginners Introduction to Web Development,https://www.udemy.com/explore-web-development/,True,200,7331,55,18,Beginner Level,1.5,2017-02-13T17:40:58Z,Web Development
308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,https://www.udemy.com/metatrader4/,True,150,2602,402,57,Beginner Level,5.0,2015-10-28T17:32:56Z,Business Finance
1188742,Introduction to Cryptocurrencies and Blockchain,https://www.udemy.com/introduction-to-cryptocurrencies/,False,0,3775,138,11,Beginner Level,2.0,2017-05-01T21:18:54Z,Business Finance
1133716,Adobe Illustrator CC Advanced,https://www.udemy.com/adobe-illustrator-advanced/,True,30,11,1,27,Beginner Level,1.5,2017-03-08T03:16:33Z,Graphic Design
610812,Portfolio Management CFA L1 2016,https://www.udemy.com/portfolio-management-cfa-l1/,True,20,393,5,34,All Levels,5.0,2015-09-15T20:48:19Z,Business Finance
1228708,Learn Adobe Illustrator and Premiere Pro in 1 hour,https://www.udemy.com/learn-adobe-illustrator-and-premiere-pro-in-1-hour/,True,20,1,0,19,All Levels,1.0,2017-06-02T00:18:15Z,Graphic Design
42040,Buying Call and Put Options - Options beginner strategies,https://www.udemy.com/buy-call-options-buy-put-options-trading-strategies/,True,60,266,20,14,Intermediate Level,3.0,2013-02-18T10:54:27Z,Business Finance
1055322,Learn Laravel PHP Framework Building Multi User SEO Blog APP,https://www.udemy.com/learn-laravel-php-framework-building-multi-user-seo-blog-app/,True,100,557,92,133,All Levels,9.5,2017-01-04T23:51:26Z,Web Development
420926,CFA® Level 1 2014 – Financial Reporting and Analysis,https://www.udemy.com/cfa-level1-fra/,True,50,152,2,102,All Levels,10.0,2015-02-26T08:48:32Z,Business Finance
933260,jQuery Essentials: Learn the Fundamental of jQuery,https://www.udemy.com/jquery-essentials/,True,20,1004,43,40,All Levels,3.5,2016-08-19T00:45:41Z,Web Development
1101382,Binary Options Masterclass,https://www.udemy.com/binary-options-masterclass/,True,200,70,11,16,All Levels,2.0,2017-02-13T16:37:57Z,Business Finance
768028,* An Integrated Approach to the Fundamentals of Accounting,https://www.udemy.com/an-integrated-approach-to-the-fundamentals-of-accounting/,True,200,134,14,123,All Levels,5.5,2016-03-15T17:23:07Z,Business Finance
193916,How to be A High Performance Insurance Broker Part 2,https://www.udemy.com/how-to-be-a-high-performance-insurance-broker-part-2/,True,40,70,3,15,All Levels,2.0,2014-04-06T16:50:18Z,Business Finance
1027080,Logo Portfolio in 1 Hour in Wordpress,https://www.udemy.com/logoportfolio/,True,100,734,9,36,All Levels,1.0,2016-12-06T22:13:44Z,Graphic Design
1160066,Classical Guitar Technique: 80/20,https://www.udemy.com/classical-guitar-technique-8020/,True,175,54,0,18,All Levels,2.5,2017-03-30T03:30:37Z,Musical Instruments
330900,Learn Grunt with Examples: Automate Your Front End Workflow,https://www.udemy.com/learn-grunt-automate-your-front-end-workflow/,True,20,496,113,17,All Levels,1.0,2014-12-19T21:38:54Z,Web Development
1110756,HTML Tutorials : HTML Code for Website Creating,https://www.udemy.com/html-code-for-website/,True,20,2401,15,27,All Levels,3.0,2017-02-22T17:36:27Z,Web Development
212374,Introduction to CSS Development,https://www.udemy.com/refactoru-intro-to-css/,False,0,15493,415,25,Beginner Level,2.0,2014-08-18T23:33:20Z,Web Development
598846,Forex para Principiantes-Ejemplos en VIVO de Trading Real,https://www.udemy.com/forex-espanol/,True,140,813,94,52,Beginner Level,5.0,2015-10-05T16:19:45Z,Business Finance
537896,Risk Analysis - Capital Budgeting for CA / CS / CFA exams,https://www.udemy.com/risk-analysis-in-capital-budgeting/,True,20,2268,4,47,All Levels,5.5,2015-07-07T20:21:29Z,Business Finance
465210,Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,https://www.udemy.com/ruby-on-rails-seo/,True,200,1266,16,21,All Levels,2.0,2015-05-15T22:10:31Z,Web Development
26956,Learn Guitar in 21 Days,https://www.udemy.com/learn-guitar-in-21-days/,True,20,26504,192,82,Beginner Level,2.5,2012-10-21T20:36:50Z,Musical Instruments
865438,jQuery UI in Action: Build 5 jQuery UI Projects,https://www.udemy.com/jquery-ui-practical-build-jquery-ui-projects/,True,150,382,28,140,All Levels,15.5,2016-10-10T22:00:32Z,Web Development
935108,Adobe - Create a professional logo step-by-step (Beauty),https://www.udemy.com/adobe-create-a-professional-logo-step-by-step-beauty/,True,20,2420,27,21,All Levels,1.5,2016-08-27T23:43:41Z,Graphic Design
634932,Inversión: Fundamentos del Trading para Principiantes,https://www.udemy.com/dinero-aprende-trading-y-se-exitoso/,True,125,285,6,18,Beginner Level,1.5,2015-10-26T17:50:47Z,Business Finance
854764,Indian Contract Act 1872: Must for all Finance Professionals,https://www.udemy.com/indian-contract-act-1872must-know-for-finance-professionals/,True,20,605,3,14,All Levels,1.0,2016-05-20T17:19:02Z,Business Finance
561136,Responsive Design with NEW Materialize,https://www.udemy.com/responsive-design-with-new-google-materialize/,True,75,12629,88,36,All Levels,1.5,2015-07-23T20:03:45Z,Web Development
741898,Practical Accounts & Bookkeeping Automated Overview ,https://www.udemy.com/practical-accounts-bookkeeping-automated-overview/,True,20,2060,17,30,All Levels,4.5,2016-01-28T21:43:31Z,Business Finance
1182108,Symfony 3: Build a PHP Application with Symfony,https://www.udemy.com/learn-symfony/,True,20,466,11,25,All Levels,2.0,2017-04-20T16:15:04Z,Web Development
497236,Raise Your Credit Score to 800 Or More....,https://www.udemy.com/raise-your-credit-score-to-800-or-more/,True,50,844,33,40,All Levels,2.0,2015-07-12T19:05:43Z,Business Finance
1132342,Ultimate Beginner Guitar Masterclass,https://www.udemy.com/beginner-guitar-masterclass/,True,200,8113,79,124,Beginner Level,11.5,2017-05-15T23:04:11Z,Musical Instruments
640426,Make Tech circles in Adobe Photoshop and Illustrator,https://www.udemy.com/make-tech-circles-in-adobe-photoshop-and-illustrator/,True,200,1150,10,13,All Levels,1.0,2015-10-14T22:05:30Z,Graphic Design
955914,A beginner`s guide to fingerpicking and strumming guitar',https://www.udemy.com/guitar-domination-fingerpicking-strumming-beginners/,False,0,3481,29,20,Beginner Level,2.0,2016-09-13T21:51:59Z,Musical Instruments
411168,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,True,125,2996,200,23,Intermediate Level,2.0,2015-03-09T00:24:38Z,Business Finance
179446,Commercial Credit Analysis,https://www.udemy.com/commercial-credit-analysis/,True,50,545,48,42,All Levels,7.5,2014-03-12T12:26:44Z,Business Finance
353044,Investing 101: The Complete Online Investing Course,https://www.udemy.com/online-investing-guide/,True,200,5334,373,42,All Levels,4.5,2014-11-28T17:49:03Z,Business Finance
311846,How to Create Vector Characters in Illustrator or Photoshop,https://www.udemy.com/how-to-create-vector-characters-in-illustrator-or-photoshop/,True,25,92,3,15,Beginner Level,3.5,2014-10-02T17:40:19Z,Graphic Design
742300,Piano With Willie: Jazz Kids - Vol 4,https://www.udemy.com/piano-with-willie-jazz-kids-vol-4/,True,40,19,0,30,Intermediate Level,3.5,2016-04-13T06:13:18Z,Musical Instruments
586680,Mestres do Photoshop,https://www.udemy.com/mestres-do-photoshop/,True,30,86,18,52,All Levels,5.5,2015-08-21T23:40:31Z,Graphic Design
413494,Getting Started with LESS - Beginner Crash Course,https://www.udemy.com/getting-started-with-less-beginner-crash-course/,True,25,1780,69,21,Beginner Level,1.5,2015-02-12T22:26:09Z,Web Development
722682,Advanced Excel functions,https://www.udemy.com/advanced-excel-functions-to-analyze-large-data/,True,20,1964,47,15,All Levels,1.5,2016-01-12T20:03:45Z,Business Finance
998580,Mobile App Design: From Beginner to Intermediate,https://www.udemy.com/mobile-app-design-from-beginner-to-intermediate/,True,140,896,21,108,All Levels,10.0,2017-02-20T17:42:07Z,Graphic Design
936298,Trade the News in Forex: EA Robot Included,https://www.udemy.com/tradethenews/,True,200,276,11,11,All Levels,0.5666666666666667,2016-08-30T02:40:52Z,Business Finance
46524,Rock-Solid Brands,https://www.udemy.com/rock-solid-brands/,True,20,134,4,13,Beginner Level,0.5166666666666666,2016-02-17T17:06:32Z,Graphic Design
553832,Create Professional Character Designs in Photoshop,https://www.udemy.com/create-professional-character-designs-in-photoshop/,True,20,228,11,21,Intermediate Level,4.0,2015-07-14T23:17:08Z,Graphic Design
519442,The Complete Ruby on Rails Developer Course,https://www.udemy.com/the-complete-ruby-on-rails-developer-course/,True,195,33677,3809,283,All Levels,31.5,2015-10-23T20:29:25Z,Web Development
709160,T-Shirt Sales - Merch By Amazon Profit Formula With Canva,https://www.udemy.com/merch-by-amazon-quick-start-t-shirt-sales-using-canva-design/,True,20,380,1,26,All Levels,1.0,2017-06-26T18:13:55Z,Graphic Design
211052,Aprende todos los secretos de la guitarra flamenca,https://www.udemy.com/aprender-a-tocar-la-guitarra-flamenca/,True,50,13,2,23,All Levels,3.5,2014-05-07T21:26:44Z,Musical Instruments
507486,Technical Analysis 101: Secrets of Trading Revealed,https://www.udemy.com/secrets-of-stock-market-trading-revealed/,True,150,912,27,81,All Levels,2.5,2015-07-16T22:29:32Z,Business Finance
577796,"Simple Javascript: Learn by Doing, Beginners Welcome!",https://www.udemy.com/simple-javascript-learn-by-doing/,True,25,2753,10,18,All Levels,2.0,2015-09-07T17:55:11Z,Web Development
1190334,Course Bundle | Exploring Art : Silhouette & Linear Line Art,https://www.udemy.com/course-bundle-exploring-art-silhouette-linear-line-art/,True,80,827,1,15,All Levels,1.0,2017-04-24T16:52:39Z,Graphic Design
378464,Accounting for CA CPT Exams Part I,https://www.udemy.com/inventory-valuation/,True,50,874,2,120,All Levels,13.5,2014-12-27T11:10:19Z,Business Finance
1276182,Options Trading Foundation: Your journey to competency...,https://www.udemy.com/option-trading-foundation-your-journey-to-competency/,True,95,0,0,5,Intermediate Level,1.0,2017-07-05T04:41:54Z,Business Finance
861528,PHP Security,https://www.udemy.com/php-security/,True,50,1892,147,24,All Levels,2.5,2016-06-15T20:46:15Z,Web Development
269830,Rhythm to Rock Drum Lesson 5,https://www.udemy.com/rhythm-to-rock-drum-lesson-5/,True,20,13,3,9,Beginner Level,1.0,2014-08-18T22:26:24Z,Musical Instruments
19164,Graphic Design Secrets Revealed,https://www.udemy.com/design-like-a-pro-graphic-design-fundamentals/,True,95,2555,28,55,All Levels,6.0,2012-09-04T02:21:04Z,Graphic Design
270844,IAS 1-Presentation of Financial Statements ,https://www.udemy.com/ias-1-presentation-of-financial-statements/,False,0,2674,81,8,All Levels,1.0,2014-10-03T12:31:06Z,Business Finance
910838,The Complete Web Development Tutorial Using React and Redux,https://www.udemy.com/the-complete-web-development-tutorial-using-react-and-redux/,True,40,796,43,29,Intermediate Level,4.0,2016-07-25T17:16:45Z,Web Development
316750,Technical Analysis 101: Master the Basics of Trading,https://www.udemy.com/master-the-basics-of-trading-through-support-and-resistance/,True,95,2688,61,50,All Levels,2.0,2015-05-13T22:54:25Z,Business Finance
52118,"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""",https://www.udemy.com/weekly-forex-analysis-by-baraq-adnan/,False,0,3035,12,14,All Levels,1.5,2016-06-20T21:02:36Z,Business Finance
587902,Core HTML How to get online quickly HTML to HTML5 ,https://www.udemy.com/web-development-introduction-html-html5-course/,True,90,10394,33,34,Beginner Level,3.5,2015-08-21T18:53:23Z,Web Development
386922,Seeing the Big Picture: Understanding Financial Statements,https://www.udemy.com/seeing-the-big-picture-financial-statements-made-easy/,True,50,885,69,14,All Levels,0.7166666666666667,2015-01-07T21:40:43Z,Business Finance
883000,Complete WordPress Theme Developer Course With Bootstrap,https://www.udemy.com/the-complete-wordpress-theme-developer-course/,True,150,3415,312,160,All Levels,25.0,2016-07-01T20:06:13Z,Web Development
640496,Teaching Music : Start teaching an instrument successfully.,https://www.udemy.com/teaching-piano-a-quick-guide-for-begginers/,True,30,1337,5,18,Beginner Level,1.5,2015-10-16T20:34:11Z,Musical Instruments
447136,Mastering the Google Chrome Developer Tools,https://www.udemy.com/mastering-chrome-developer-tools/,True,20,2002,41,31,All Levels,0.6666666666666666,2015-04-21T16:45:07Z,Web Development
527952,PHP for Beginners: How to Build an E-Commerce Store,https://www.udemy.com/php-for-beginners-how-to-build-an-ecommerce-store/,True,100,5117,463,138,All Levels,14.5,2015-07-17T18:52:45Z,Web Development
366608,Building Web Applications with Spring MVC,https://www.udemy.com/building-web-applications-with-spring-mvc/,True,85,714,48,28,All Levels,3.0,2014-12-09T13:34:19Z,Web Development
219838,Learn XML Crash Course: Discover Essential XML Fundamentals ,https://www.udemy.com/learn-xml-crash-course/,True,50,3704,111,18,Intermediate Level,2.0,2014-06-16T14:00:47Z,Web Development
358508,Create Jekyll blog and host it on Github like a Ninja,https://www.udemy.com/create-free-jekyll-blog-on-github-pages-like-a-ninja/,True,20,5056,74,11,Beginner Level,2.0,2014-12-13T04:48:15Z,Web Development
582392,JavaScript Basics Web Development Building Blocks,https://www.udemy.com/javascript-basics-web-development-building-blocks/,True,95,10179,68,17,Beginner Level,1.5,2015-08-14T00:27:33Z,Web Development
647884,Beginner Acoustic Guitar Lessons,https://www.udemy.com/beginner-guitar-lessons/,True,25,8,0,12,Beginner Level,1.0,2015-10-28T20:33:28Z,Musical Instruments
1187758,Options Trading Essentials: The ULTIMATE Guides,https://www.udemy.com/options-trading-essentials/,False,0,1352,6,20,All Levels,4.0,2017-04-24T21:59:20Z,Business Finance
1217778,Mastering High Probability Iron Condor Options Trading,https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/,True,200,1030,11,22,All Levels,2.0,2017-06-01T05:22:08Z,Business Finance
71912,Have Fun with Beginner Blues Piano,https://www.udemy.com/have-fun-with-beginner-blues-piano/,True,75,321,24,27,All Levels,2.5,2013-08-05T16:46:21Z,Musical Instruments
257996,Bookkeeping made simple,https://www.udemy.com/bookkeeping-essentials/,True,30,23,1,19,Beginner Level,1.0,2015-02-13T12:50:30Z,Business Finance
1191750,"Jazz Guitar Tips, Tricks and Licks",https://www.udemy.com/jazz-guitar-tips-tricks-and-licks/,False,0,9351,331,21,Intermediate Level,2.0,2017-05-01T02:32:12Z,Musical Instruments
399170,Small Business Owners: Drive a Productive Business and Grow,https://www.udemy.com/small-business-owners-drive-a-productive-business-and-grow/,True,20,5099,2,15,Beginner Level,3.0,2015-01-20T21:39:42Z,Business Finance
407984,Financial Model Basics: Build a model from start to finish,https://www.udemy.com/financial-model-basics-build-a-model-from-start-to-finish/,True,30,5057,142,13,Beginner Level,1.0,2015-02-06T07:12:25Z,Business Finance
743568,"Financial Analysis, from Scratch to Professional!",https://www.udemy.com/financial-analysis-from-scratch-to-professional-level/,True,65,256,29,39,Beginner Level,3.5,2016-03-06T23:27:44Z,Business Finance
866696,REST WCF Service in ASP.NET,https://www.udemy.com/rest-wcf-service-in-aspnet/,False,0,7905,561,5,All Levels,0.6833333333333333,2016-06-08T17:28:16Z,Web Development
1013380,Learn To Build A Google Map App Using Angular 2,https://www.udemy.com/learn-to-build-a-google-map-app-using-angular-2/,True,30,116,12,7,Beginner Level,1.0,2016-11-21T15:07:46Z,Web Development
755932,Introducing Ionic 2,https://www.udemy.com/introducing-ionic-2/,True,50,394,78,22,Beginner Level,1.5,2016-02-08T20:43:47Z,Web Development
851712,The Complete JavaScript Course: Build a Real-World Project,https://www.udemy.com/the-complete-javascript-course/,True,195,27801,4340,113,All Levels,17.5,2016-10-14T22:52:23Z,Web Development
